"","Prescreens this week","Prescreens last week","In progress, not randomized","Withdrawn, not randomized","Consents this week","Consents last week","Randomized to drug","In progress and randomized","Withdrawn, randomized","Baseline visits this week","Baseline visits last week","Randomized - DYS","Randomized - DYSB","Completed cycle 3 Visit","Biospecimen cycle 3 this week","Biospecimen cycle 3 last week","Completed cycle 6 Visit","Cycle 6 visits this week","Cycle 6 visits last week","Completed cycle 6 VBT","Cycle 6 VBTs this week","Cycle 6 VBTs last week","Completed cycle 9 Visit","Biospecimen cycle 9 this week","Biospecimen cycle 9 last week","Completed Annual Visit","Annual visits this week","Annual visits last week","Completed study, on annual follow-up","Completed study and annual follow-up","Completed study, declined annual follow-up"
"1",21,21,101,117,5,2,134,115,17,1,3,96,38,63,2,1,31,4,0,19,1,0,9,0,0,2,0,0,2,0,0
